phase,model,n_obs,n_chains,warmup,sampling_iter,total_iter,wall_seconds,per_iter_ms,per_iter_per_obs_us,ess_bulk_min,ess_tail_min,rhat_max,divergent_transitions,max_treedepth_hits
smoke_brasilia_qbl,qbl_stan_relaxed,500,2,500,250,750,235.001678943634,313.335571924845,626.671143849691,36.5564672892643,75.0049328881515,1.0406204724707,0,0
