phase,model,n_obs,n_chains,total_iter,wall_seconds,per_iter_ms,per_iter_per_obs_us
smoke_synth_qbl,qbl,300,4,200,3.6036970615387,18.0184853076935,60.0616176923116
compile_bsb_qbl,qbl,6748,4,200,152.293210983276,761.466054916382,112.843220941965
full_bsb_qbl,qbl,6748,4,7000,2131.99381089211,304.570544413158,45.1349354494899
