phase,n_obs,n_chains,total_iter,wall_seconds,per_iter_ms,per_iter_per_obs_us
smoke_synth,300,4,200,2.70285201072693,13.5142600536346,45.0475335121155
compile_bsb,6748,4,200,37.0127079486847,185.063539743423,27.4249466128369
full_bsb,6748,4,7000,729.663821935654,104.237688847951,15.4471975174793
